Date,Open,High,Low,Close,Adj Close,Volume
1962-04-17,5.939503,5.969551,5.929487,5.949519,1.011472,179712
1962-04-18,5.949519,5.969551,5.889423,5.929487,1.008067,440544
1962-04-19,5.929487,5.959535,5.919471,5.939503,1.009770,127296
1962-04-23,5.939503,5.959535,5.909455,5.909455,1.004661,215904
1962-04-24,5.909455,5.919471,5.869391,5.869391,0.997850,278304
1962-04-25,5.869391,5.899439,5.789263,5.789263,0.984228,275808
1962-04-26,5.789263,5.859375,5.769231,5.789263,0.984228,179712
1962-04-27,5.789263,5.879407,5.649038,5.689103,0.967199,267072
1962-04-30,5.689103,5.729167,5.408654,5.488782,0.933143,345696
1962-05-01,5.488782,5.649038,5.408654,5.618990,0.955280,398112
1962-05-02,5.629006,5.739183,5.629006,5.669071,0.963793,363168
1962-05-03,5.699119,5.769231,5.699119,5.769231,0.980822,389376
1962-05-04,5.769231,5.789263,5.699119,5.749199,0.977417,247104
1962-05-07,5.749199,5.759215,5.659054,5.689103,0.967199,260832
1962-05-08,5.689103,5.689103,5.639022,5.679087,0.965497,193440
1962-05-09,5.679087,5.689103,5.629006,5.669071,0.963793,273312
1962-05-10,5.669071,5.709135,5.578926,5.618990,0.955280,330720
1962-05-11,5.618990,5.689103,5.528846,5.548878,0.943360,484224
1962-05-14,5.548878,5.639022,5.478766,5.639022,0.958685,378144
1962-05-15,5.639022,5.709135,5.639022,5.669071,0.963793,328224
1962-05-16,5.669071,5.689103,5.649038,5.679087,0.965497,217152
1962-05-17,5.679087,5.719151,5.649038,5.679087,0.965497,101088
1962-05-18,5.699119,5.759215,5.699119,5.759215,0.979119,234624
1962-05-21,5.759215,5.759215,5.709135,5.709135,0.970605,173472
1962-05-22,5.709135,5.719151,5.568910,5.568910,0.946765,210912
1962-05-23,5.528846,5.528846,5.428686,5.458734,0.928035,275808
1962-05-24,5.458734,5.518830,5.368590,5.388622,0.916115,355680
1962-05-25,5.388622,5.388622,5.218349,5.278446,0.897384,318240
1962-05-28,5.258413,5.258413,4.977965,5.008013,0.851408,529152
1962-05-29,5.008013,5.278446,4.807692,5.218349,0.887167,974688
1962-05-31,5.238381,5.368590,5.238381,5.268429,0.895681,542880
1962-06-01,5.268429,5.318510,5.208333,5.288462,0.899087,341952
1962-06-04,5.278446,5.278446,5.048077,5.048077,0.858219,252096
1962-06-05,5.048077,5.208333,5.008013,5.078125,0.863328,396864
1962-06-06,5.138221,5.288462,5.138221,5.138221,0.873544,274560
1962-06-07,5.158253,5.238381,5.158253,5.158253,0.876949,132288
1962-06-08,5.178285,5.278446,5.178285,5.208333,0.885464,167232
1962-06-11,5.208333,5.258413,5.158253,5.198317,0.883762,147264
1962-06-12,5.138221,5.138221,4.897837,4.917869,0.842576,341952
1962-06-13,4.917869,5.038061,4.887821,4.907853,0.840861,346944
1962-06-14,4.907853,5.008013,4.867788,4.877804,0.835713,72384
1962-06-15,4.877804,5.028045,4.807692,5.028045,0.861453,438048
1962-06-18,5.018029,5.018029,4.887821,4.947917,0.847724,280800
1962-06-19,4.947917,4.957933,4.877804,4.917869,0.842576,159744
1962-06-20,4.897837,4.897837,4.807692,4.807692,0.823700,307008
1962-06-21,4.807692,4.807692,4.647436,4.647436,0.796244,380640
1962-06-22,4.627404,4.627404,4.437099,4.447115,0.761922,415584
1962-06-25,4.447115,4.527244,4.346955,4.487179,0.768787,577824
1962-06-26,4.487179,4.537260,4.447115,4.447115,0.761922,423072
1962-06-27,4.447115,4.517228,4.417067,4.517228,0.773935,222144
1962-06-28,4.597356,4.737580,4.597356,4.707532,0.806539,328224
1962-06-29,4.737580,4.837740,4.737580,4.767628,0.816836,274560
1962-07-02,4.767628,5.098157,4.737580,5.038061,0.863168,247104
1962-07-03,5.038061,5.108173,4.967949,5.038061,0.863168,398112
1962-07-05,5.038061,5.148237,5.038061,5.148237,0.882045,219648
1962-07-06,5.098157,5.098157,4.967949,5.038061,0.863168,194688
1962-07-09,5.038061,5.118189,4.947917,5.078125,0.870033,217152
1962-07-10,5.078125,5.228365,5.068109,5.098157,0.873465,366912
1962-07-11,5.098157,5.148237,5.028045,5.128205,0.878613,180960
1962-07-12,5.168269,5.258413,5.168269,5.198317,0.890626,305760
1962-07-13,5.188301,5.188301,5.068109,5.158253,0.883761,242112
1962-07-16,5.148237,5.148237,5.078125,5.148237,0.882045,123552
1962-07-17,5.128205,5.128205,4.997997,4.997997,0.856305,163488
1962-07-18,4.967949,4.967949,4.897837,4.927885,0.844292,194688
1962-07-19,4.927885,5.058093,4.917869,5.008013,0.858020,188448
1962-07-20,5.008013,5.098157,4.997997,5.028045,0.861453,126048
1962-07-23,5.038061,5.108173,5.038061,5.098157,0.873465,121056
1962-07-24,5.098157,5.118189,5.028045,5.028045,0.861453,123552
1962-07-25,5.028045,5.028045,4.907853,5.008013,0.858020,114816
1962-07-26,5.008013,5.108173,5.008013,5.108173,0.875181,156000
1962-07-27,5.108173,5.158253,5.058093,5.098157,0.873465,182208
1962-07-30,5.098157,5.188301,5.098157,5.188301,0.888910,132288
1962-07-31,5.208333,5.338542,5.208333,5.318510,0.911218,358176
1962-08-01,5.318510,5.328526,5.268429,5.288462,0.906070,178464
1962-08-02,5.288462,5.328526,5.288462,5.328526,0.912934,147264
1962-08-03,5.328526,5.368590,5.318510,5.368590,0.919799,192192
1962-08-06,5.358574,5.358574,5.258413,5.268429,0.902638,192192
1962-08-07,5.268429,5.278446,5.228365,5.258413,0.900922,199680
1962-08-08,5.258413,5.258413,5.158253,5.258413,0.900922,129792
1962-08-09,5.258413,5.308494,5.238381,5.268429,0.902638,148512
1962-08-10,5.268429,5.338542,5.258413,5.318510,0.911218,193440
1962-08-13,5.318510,5.318510,5.248397,5.268429,0.902638,152256
1962-08-14,5.288462,5.408654,5.288462,5.408654,0.926663,272064
1962-08-15,5.408654,5.428686,5.368590,5.388622,0.923230,188448
1962-08-16,5.388622,5.438702,5.388622,5.408654,0.926663,169728
1962-08-17,5.418670,5.478766,5.418670,5.458734,0.935243,182208
1962-08-20,5.458734,5.538862,5.428686,5.448718,0.933527,193440
1962-08-21,5.448718,5.518830,5.428686,5.448718,0.933527,146016
1962-08-22,5.468750,5.568910,5.468750,5.568910,0.954119,185952
1962-08-23,5.568910,5.598958,5.538862,5.548878,0.950687,180960
1962-08-24,5.548878,5.558894,5.408654,5.448718,0.933527,255840
1962-08-27,5.448718,5.498798,5.378606,5.378606,0.921514,157248
1962-08-28,5.388622,5.458734,5.388622,5.418670,0.928379,204672
1962-08-29,5.418670,5.428686,5.368590,5.408654,0.926663,129792
1962-08-30,5.418670,5.468750,5.418670,5.428686,0.930095,154752
1962-08-31,5.428686,5.488782,5.428686,5.488782,0.940391,102336
1962-09-04,5.488782,5.498798,5.338542,5.338542,0.914650,131040
1962-09-05,5.338542,5.348558,5.218349,5.238381,0.897490,212160
1962-09-06,5.238381,5.308494,5.178285,5.238381,0.897490,233376
1962-09-07,5.238381,5.358574,5.238381,5.348558,0.916367,213408
1962-09-10,5.348558,5.428686,5.278446,5.418670,0.928379,126048
1962-09-11,5.418670,5.438702,5.358574,5.358574,0.918082,165984
1962-09-12,5.358574,5.418670,5.348558,5.418670,0.928379,76128
1962-09-13,5.418670,5.488782,5.358574,5.368590,0.919799,218400
1962-09-14,5.368590,5.448718,5.368590,5.418670,0.928379,98592
1962-09-17,5.418670,5.488782,5.418670,5.458734,0.935243,102336
1962-09-18,5.458734,5.498798,5.408654,5.448718,0.940429,185952
1962-09-19,5.448718,5.458734,5.348558,5.438702,0.938700,170976
1962-09-20,5.438702,5.438702,5.318510,5.358574,0.924870,151008
1962-09-21,5.348558,5.348558,5.238381,5.248397,0.905854,227136
1962-09-24,5.228365,5.228365,5.138221,5.188301,0.895482,259584
1962-09-25,5.188301,5.218349,5.058093,5.208333,0.898939,223392
1962-09-26,5.198317,5.198317,5.058093,5.088141,0.878194,205920
1962-09-27,5.078125,5.078125,4.977965,4.987981,0.860907,193440
1962-09-28,4.987981,5.118189,4.967949,5.118189,0.883380,218400
1962-10-01,5.118189,5.118189,5.048077,5.098157,0.879924,148512
1962-10-02,5.098157,5.198317,5.088141,5.198317,0.897211,108576
1962-10-03,5.198317,5.228365,5.168269,5.168269,0.892024,137280
1962-10-04,5.168269,5.288462,5.088141,5.288462,0.912769,205920
1962-10-05,5.308494,5.408654,5.308494,5.378606,0.928328,158496
1962-10-08,5.388622,5.458734,5.388622,5.408654,0.933514,160992
1962-10-09,5.408654,5.428686,5.368590,5.428686,0.936971,149760
1962-10-10,5.428686,5.448718,5.338542,5.358574,0.924870,132288
1962-10-11,5.328526,5.328526,5.268429,5.298478,0.914498,168480
1962-10-12,5.298478,5.298478,5.248397,5.278446,0.911041,83616
1962-10-15,5.278446,5.388622,5.258413,5.388622,0.930056,141024
1962-10-16,5.388622,5.428686,5.388622,5.388622,0.930056,158496
1962-10-17,5.368590,5.368590,5.308494,5.358574,0.924870,192192
1962-10-18,5.358574,5.358574,5.328526,5.338542,0.921413,156000
1962-10-19,5.338542,5.358574,5.208333,5.238381,0.904126,345696
1962-10-22,5.238381,5.238381,5.158253,5.188301,0.895482,289536
1962-10-23,5.188301,5.268429,5.118189,5.138221,0.886838,290784
1962-10-24,5.138221,5.408654,5.088141,5.368590,0.926599,326976
1962-10-25,5.328526,5.328526,5.218349,5.288462,0.912769,260832
1962-10-26,5.288462,5.358574,5.278446,5.358574,0.924870,164736
1962-10-29,5.378606,5.468750,5.378606,5.378606,0.928328,223392
1962-10-30,5.378606,5.488782,5.378606,5.478766,0.945615,240864
1962-10-31,5.478766,5.478766,5.388622,5.428686,0.936971,197184
1962-11-01,5.428686,5.498798,5.378606,5.468750,0.943886,217152
1962-11-02,5.468750,5.578926,5.408654,5.568910,0.961174,354432
1962-11-05,5.568910,5.608974,5.548878,5.578926,0.962902,307008
1962-11-07,5.578926,5.618990,5.468750,5.588942,0.964631,321984
1962-11-08,5.588942,5.639022,5.548878,5.578926,0.962902,235872
1962-11-09,5.578926,5.578926,5.578926,5.578926,0.962902,0
1962-11-12,5.729167,5.769231,5.729167,5.769231,0.995748,278304
1962-11-13,5.769231,5.779247,5.729167,5.759215,0.994019,198432
1962-11-14,5.759215,5.809295,5.719151,5.799279,1.000934,345696
1962-11-15,5.799279,5.819311,5.769231,5.799279,1.000934,234624
1962-11-16,5.799279,5.829327,5.719151,5.829327,1.006121,263328
1962-11-19,5.799279,5.799279,5.749199,5.779247,0.997476,178464
1962-11-20,5.779247,5.839343,5.779247,5.839343,1.007850,190944
1962-11-21,5.839343,5.919471,5.819311,5.909455,1.019950,102336
1962-11-23,5.919471,6.049679,5.919471,6.029647,1.040696,404352
1962-11-26,6.029647,6.039663,5.879407,5.969551,1.030323,274560
1962-11-27,5.969551,5.989583,5.919471,5.969551,1.030323,149760
1962-11-28,5.969551,6.009615,5.969551,5.989583,1.033780,242112
1962-11-29,5.989583,5.999599,5.959535,5.999599,1.035509,180960
1962-11-30,5.999599,6.009615,5.979567,5.989583,1.033780,128544
1962-12-03,5.989583,5.989583,5.939503,5.979567,1.032052,177216
1962-12-04,5.979567,6.049679,5.979567,6.019631,1.038966,199680
1962-12-05,6.019631,6.129808,6.019631,6.089744,1.051068,314496
1962-12-06,6.089744,6.119792,6.049679,6.059696,1.045881,268320
1962-12-07,6.059696,6.129808,6.029647,6.089744,1.051068,233376
1962-12-10,6.089744,6.139824,6.059696,6.059696,1.045881,213408
1962-12-11,6.059696,6.089744,5.989583,6.059696,1.045881,287040
1962-12-12,6.059696,6.219952,6.049679,6.169872,1.064897,273312
1962-12-13,6.169872,6.189904,6.139824,6.149840,1.061439,153504
1962-12-14,6.149840,6.179888,6.139824,6.169872,1.064897,109824
1962-12-17,6.169872,6.199920,6.139824,6.169872,1.064897,71136
1962-12-18,6.139824,6.139824,5.989583,6.029647,1.047498,146016
1962-12-19,6.029647,6.089744,5.969551,6.089744,1.057936,283296
1962-12-20,6.089744,6.109776,6.059696,6.089744,1.057936,185952
1962-12-21,6.089744,6.099760,6.059696,6.079728,1.056198,93600
1962-12-24,6.079728,6.089744,6.069712,6.079728,1.056198,113568
1962-12-26,6.079728,6.139824,6.079728,6.139824,1.066638,132288
1962-12-27,6.149840,6.169872,6.149840,6.169872,1.071857,146016
1962-12-28,6.169872,6.169872,6.129808,6.169872,1.071857,137280
1962-12-31,6.159856,6.159856,6.139824,6.149840,1.068378,103584
1963-01-02,6.149840,6.159856,6.059696,6.119792,1.063158,152256
1963-01-03,6.119792,6.179888,6.099760,6.159856,1.070117,375648
1963-01-04,6.159856,6.209936,6.159856,6.189904,1.075338,293280
1963-01-07,6.169872,6.169872,6.089744,6.149840,1.068378,300768
1963-01-08,6.149840,6.250000,6.139824,6.239984,1.084038,419328
1963-01-09,6.239984,6.290064,6.209936,6.250000,1.085778,323232
1963-01-10,6.250000,6.350160,6.239984,6.330128,1.099699,413088
1963-01-11,6.330128,6.330128,6.300080,6.320112,1.097958,163488
1963-01-14,6.320112,6.330128,6.290064,6.300080,1.094478,185952
1963-01-15,6.300080,6.310096,6.260016,6.300080,1.094478,209664
1963-01-16,6.300080,6.310096,6.239984,6.250000,1.085778,249600
1963-01-17,6.250000,6.300080,6.229968,6.270032,1.089258,137280
1963-01-18,6.270032,6.320112,6.260016,6.280048,1.090997,87360
1963-01-21,6.280048,6.320112,6.239984,6.290064,1.092737,180960
1963-01-22,6.290064,6.300080,6.280048,6.290064,1.092737,84864
1963-01-23,6.290064,6.360176,6.280048,6.320112,1.097958,258336
1963-01-24,6.320112,6.330128,6.280048,6.320112,1.097958,131040
1963-01-25,6.320112,6.350160,6.280048,6.330128,1.099699,157248
1963-01-28,6.330128,6.360176,6.310096,6.350160,1.103178,207168
1963-01-29,6.350160,6.360176,6.320112,6.350160,1.103178,92352
1963-01-30,6.320112,6.320112,6.199920,6.219952,1.080558,156000
1963-01-31,6.219952,6.280048,6.179888,6.270032,1.089258,136032
1963-02-01,6.270032,6.280048,6.229968,6.250000,1.085778,99840
1963-02-04,6.250000,6.260016,6.199920,6.219952,1.080558,188448
1963-02-05,6.219952,6.250000,6.199920,6.239984,1.084038,180960
1963-02-06,6.239984,6.280048,6.239984,6.260016,1.087518,151008
1963-02-07,6.260016,6.310096,6.250000,6.290064,1.092737,133536
1963-02-08,6.290064,6.310096,6.250000,6.300080,1.094478,157248
1963-02-11,6.300080,6.300080,6.270032,6.280048,1.090997,172224
1963-02-12,6.270032,6.270032,6.229968,6.270032,1.089258,141024
1963-02-13,6.270032,6.340144,6.260016,6.330128,1.099699,242112
1963-02-14,6.330128,6.330128,6.270032,6.270032,1.089258,116064
1963-02-15,6.270032,6.330128,6.260016,6.330128,1.099699,127296
1963-02-18,6.330128,6.330128,6.290064,6.310096,1.096218,167232
1963-02-19,6.290064,6.290064,6.189904,6.209936,1.078817,118560
1963-02-20,6.129808,6.129808,5.979567,6.069712,1.054457,217152
1963-02-21,6.069712,6.159856,5.969551,6.149840,1.068378,190944
1963-02-25,6.099760,6.099760,6.009615,6.029647,1.047498,172224
1963-02-26,6.029647,6.049679,5.969551,5.999599,1.042277,153504
1963-02-27,5.999599,6.009615,5.949519,5.979567,1.038798,82368
1963-02-28,5.949519,5.949519,5.819311,5.829327,1.012696,239616
1963-03-01,5.839343,5.899439,5.839343,5.869391,1.019656,165984
1963-03-04,5.869391,5.949519,5.839343,5.859375,1.017916,138528
1963-03-05,5.859375,5.889423,5.809295,5.809295,1.009217,137280
1963-03-06,5.809295,5.889423,5.749199,5.889423,1.023137,139776
1963-03-07,5.889423,5.969551,5.889423,5.929487,1.030097,190944
1963-03-08,5.939503,5.999599,5.939503,5.939503,1.031837,141024
1963-03-11,5.939503,6.019631,5.919471,6.009615,1.044017,139776
1963-03-12,5.999599,5.999599,5.929487,5.969551,1.044018,159744
1963-03-13,5.969551,6.009615,5.949519,5.979567,1.045769,127296
1963-03-14,5.979567,5.999599,5.859375,5.859375,1.024748,136032
1963-03-15,5.869391,5.949519,5.869391,5.899439,1.031755,126048
1963-03-18,5.899439,5.899439,5.789263,5.789263,1.012486,102336
1963-03-19,5.789263,5.829327,5.789263,5.819311,1.017741,103584
1963-03-20,5.819311,5.869391,5.799279,5.859375,1.024748,141024
1963-03-21,5.859375,5.909455,5.849359,5.849359,1.022996,174720
1963-03-22,5.849359,5.889423,5.819311,5.869391,1.026500,121056
1963-03-25,5.869391,5.909455,5.859375,5.869391,1.026500,177216
1963-03-26,5.879407,5.949519,5.879407,5.909455,1.033507,165984
1963-03-27,5.909455,5.979567,5.909455,5.919471,1.035258,180960
1963-03-28,5.939503,5.999599,5.939503,5.969551,1.044018,184704
1963-03-29,5.969551,6.009615,5.969551,5.979567,1.045769,162240
1963-04-01,5.979567,5.989583,5.939503,5.969551,1.044018,142272
1963-04-02,5.959535,5.959535,5.859375,5.859375,1.024748,244608
1963-04-03,5.859375,5.979567,5.829327,5.969551,1.044018,182208
1963-04-04,5.969551,6.009615,5.949519,5.989583,1.047520,199680
1963-04-05,5.989583,6.179888,5.979567,6.149840,1.075548,348192
1963-04-08,6.149840,6.179888,6.099760,6.149840,1.075548,185952
1963-04-09,6.149840,6.169872,6.119792,6.129808,1.072044,187200
1963-04-10,6.129808,6.149840,6.039663,6.129808,1.072044,156000
1963-04-11,6.129808,6.129808,6.059696,6.089744,1.065037,215904
1963-04-15,6.109776,6.209936,6.109776,6.189904,1.082555,248352
1963-04-16,6.189904,6.239984,6.149840,6.219952,1.087810,180960
1963-04-17,6.219952,6.270032,6.189904,6.260016,1.094817,302016
1963-04-18,6.250000,6.250000,6.189904,6.229968,1.089561,147264
1963-04-19,6.229968,6.250000,6.209936,6.229968,1.089561,99840
1963-04-22,6.229968,6.290064,6.219952,6.229968,1.089561,178464
1963-04-23,6.239984,6.410256,6.239984,6.410256,1.121092,748800
1963-04-24,6.410256,6.410256,6.360176,6.390224,1.117589,381888
1963-04-25,6.390224,6.390224,6.330128,6.350160,1.110582,187200
1963-04-26,6.350160,6.380208,6.330128,6.330128,1.107079,194688
1963-04-29,6.330128,6.350160,6.300080,6.320112,1.105326,153504
1963-04-30,6.320112,6.360176,6.270032,6.310096,1.103575,168480
1963-05-01,6.330128,6.450321,6.330128,6.420272,1.122844,524160
1963-05-02,6.430288,6.490385,6.430288,6.470353,1.131602,315744
1963-05-03,6.470353,6.490385,6.410256,6.440304,1.126347,219648
1963-05-06,6.450321,6.500401,6.450321,6.480369,1.133354,228384
1963-05-07,6.470353,6.470353,6.410256,6.460337,1.129851,229632
1963-05-08,6.490385,6.570513,6.490385,6.570513,1.149119,350688
1963-05-09,6.580529,6.620593,6.580529,6.610577,1.156126,234624
1963-05-10,6.600561,6.600561,6.530449,6.550481,1.145616,203424
1963-05-13,6.550481,6.590545,6.540465,6.540465,1.143864,189696
1963-05-14,6.540465,6.550481,6.470353,6.500401,1.136857,209664
1963-05-15,6.500401,6.580529,6.470353,6.560497,1.147367,212160
1963-05-16,6.560497,6.590545,6.540465,6.540465,1.143864,179712
1963-05-17,6.540465,6.570513,6.520433,6.570513,1.149119,114816
1963-05-20,6.550481,6.550481,6.480369,6.510417,1.138609,141024
1963-05-21,6.510417,6.580529,6.500401,6.550481,1.145616,119808
1963-05-22,6.550481,6.580529,6.530449,6.530449,1.142113,121056
1963-05-23,6.540465,6.610577,6.540465,6.580529,1.150871,174720
1963-05-24,6.580529,6.690705,6.550481,6.640625,1.161382,283296
1963-05-27,6.640625,6.640625,6.570513,6.630609,1.159630,178464
1963-05-28,6.630609,6.680689,6.590545,6.640625,1.161382,142272
1963-05-29,6.640625,6.690705,6.610577,6.650641,1.163134,169728
1963-05-31,6.660657,6.750801,6.660657,6.730769,1.177146,245856
1963-06-03,6.730769,6.760817,6.690705,6.690705,1.170140,122304
1963-06-04,6.690705,6.710737,6.640625,6.670673,1.166638,134784
1963-06-05,6.670673,6.670673,6.540465,6.570513,1.149119,202176
1963-06-06,6.570513,6.610577,6.540465,6.570513,1.149119,111072
1963-06-07,6.570513,6.630609,6.550481,6.610577,1.156126,133536
1963-06-10,6.610577,6.610577,6.530449,6.560497,1.147367,153504
1963-06-11,6.550481,6.550481,6.500401,6.520433,1.140361,121056
1963-06-12,6.520433,6.590545,6.510417,6.570513,1.149119,173472
1963-06-13,6.570513,6.570513,6.500401,6.520433,1.140361,116064
1963-06-14,6.520433,6.540465,6.500401,6.510417,1.138609,92352
1963-06-17,6.510417,6.520433,6.380208,6.380208,1.115837,174720
1963-06-18,6.380208,6.420272,6.350160,6.410256,1.128176,169728
1963-06-19,6.410256,6.490385,6.410256,6.460337,1.136991,156000
1963-06-20,6.460337,6.520433,6.410256,6.500401,1.144041,219648
1963-06-21,6.500401,6.540465,6.450321,6.520433,1.147567,128544
1963-06-24,6.520433,6.540465,6.490385,6.540465,1.151092,101088
1963-06-25,6.540465,6.560497,6.490385,6.510417,1.145804,114816
1963-06-26,6.470353,6.470353,6.380208,6.380208,1.122888,146016
1963-06-27,6.380208,6.430288,6.229968,6.250000,1.099972,224640
1963-06-28,6.250000,6.350160,6.250000,6.330128,1.114075,159744
1963-07-01,6.320112,6.320112,6.250000,6.300080,1.108786,114816
1963-07-02,6.300080,6.400240,6.270032,6.380208,1.122888,138528
1963-07-03,6.390224,6.470353,6.390224,6.460337,1.136991,148512
1963-07-05,6.460337,6.470353,6.420272,6.450321,1.135228,87360
1963-07-08,6.450321,6.460337,6.390224,6.430288,1.131702,88608
1963-07-09,6.430288,6.480369,6.400240,6.450321,1.135228,146016
1963-07-10,6.450321,6.470353,6.390224,6.400240,1.126413,153504
1963-07-11,6.400240,6.450321,6.380208,6.390224,1.124652,118560
1963-07-12,6.390224,6.430288,6.340144,6.350160,1.117600,126048
1963-07-15,6.340144,6.340144,6.290064,6.290064,1.107023,79872
1963-07-16,6.290064,6.330128,6.270032,6.330128,1.114075,174720
1963-07-17,6.330128,6.400240,6.330128,6.350160,1.117600,163488
1963-07-18,6.350160,6.390224,6.330128,6.330128,1.114075,82368
1963-07-19,6.320112,6.320112,6.260016,6.280048,1.105260,109824
1963-07-22,6.280048,6.310096,6.209936,6.229968,1.096447,117312
1963-07-23,6.229968,6.270032,6.119792,6.139824,1.080581,213408
1963-07-24,6.139824,6.219952,6.109776,6.199920,1.091158,205920
1963-07-25,6.199920,6.239984,6.129808,6.129808,1.078819,158496
1963-07-26,6.129808,6.169872,6.099760,6.159856,1.084106,148512
1963-07-29,6.159856,6.189904,6.119792,6.139824,1.080581,107328
1963-07-30,6.169872,6.239984,6.169872,6.239984,1.098209,138528
